分类名称,销售日期,正价,品相折扣,清仓,总销量,正价占比,品相折扣占比,清仓占比
水生根茎类,2022-08-07,89.384,,0.362,89.746,0.9959663940454171,,0.004033605954582934
水生根茎类,2022-08-08,85.106,0.334,1.091,86.53099999999999,0.9835319134183126,0.003859888363707805,0.012608198217979684
水生根茎类,2022-08-09,52.727,,1.554,54.281,0.9713711980250916,,0.028628801974908347
水生根茎类,2022-08-10,89.154,,0.819,89.973,0.9908972691807542,,0.009102730819245773
水生根茎类,2022-08-11,69.603,0.345,0.429,70.377,0.9890020887505862,0.0049021697429557955,0.006095741506458076
水生根茎类,2022-08-12,77.693,,2.245,79.938,0.9719157346943881,,0.02808426530561185
水生根茎类,2022-08-13,139.761,,,139.761,1.0,,
水生根茎类,2022-08-14,96.504,,0.54,97.04400000000001,0.9944355137875602,,0.005564486212439718
水生根茎类,2022-08-15,100.713,0.379,1.833,102.925,0.9785086227835802,0.0036822929317464176,0.017809084284673305
水生根茎类,2022-08-16,68.594,,1.287,69.881,0.9815829767748028,,0.01841702322519712
水生根茎类,2022-08-17,102.184,,1.911,104.095,0.9816417695374418,,0.01835823046255824
水生根茎类,2022-08-18,78.82,,2.6830000000000003,81.503,0.967080966344797,,0.03291903365520288
水生根茎类,2022-08-19,141.122,1.329,2.0,144.45100000000002,0.9769541228513474,0.009200351676346995,0.013845525472305486
水生根茎类,2022-08-20,94.255,,1.443,95.698,0.9849213149700099,,0.015078685029990178
水生根茎类,2022-08-21,87.765,,0.206,87.971,0.9976583192188334,,0.0023416807811665204
水生根茎类,2022-08-22,64.148,,2.3400000000000003,66.488,0.9648056792203104,,0.03519432077968957
水生根茎类,2022-08-23,84.924,,1.281,86.20500000000001,0.9851400730816078,,0.014859926918392202
水生根茎类,2022-08-24,54.235,0.212,2.785,57.232,0.9476341906625664,0.0037042214145932345,0.04866158792284037
水生根茎类,2022-08-25,49.421,0.9630000000000001,0.835,51.219,0.9648958394345848,0.01880161658759445,0.01630254397782073
水生根茎类,2022-08-26,46.976,,1.744,48.72,0.9642036124794745,,0.035796387520525455
水生根茎类,2022-08-27,103.361,0.674,0.423,104.45800000000001,0.9894981715139098,0.006452354056175688,0.004049474429914415
水生根茎类,2022-08-28,102.31,,0.529,102.839,0.9948560371065452,,0.005143962893454818
水生根茎类,2022-08-29,58.775,,1.0,59.775,0.9832705980761188,,0.016729401923881223
水生根茎类,2022-08-30,93.293,,,93.293,1.0,,
水生根茎类,2022-08-31,28.994,,,28.994,1.0,,
水生根茎类,2022-09-01,51.993,2.0,2.777,56.77,0.9158534437202748,0.035229874933943986,0.04891668134578122
水生根茎类,2022-09-02,48.667,0.16,4.359,53.186,0.9150340315120521,0.0030083104576392283,0.08195765803030873
水生根茎类,2022-09-03,86.384,,2.205,88.589,0.975109776608834,,0.024890223391165946
水生根茎类,2022-09-04,121.857,1.275,1.418,124.55000000000001,0.9783781613809714,0.010236852669610597,0.011384985949417902
水生根茎类,2022-09-05,59.199,,0.993,60.192,0.9835027910685805,,0.016497208931419458
水生根茎类,2022-09-06,47.777,1.786,5.021,54.584,0.8752931261908251,0.032720211050857394,0.09198666275831745
水生根茎类,2022-09-07,50.688,4.0,4.979,59.667,0.8495148071798482,0.06703873162719762,0.08344646119295424
水生根茎类,2022-09-08,39.867,1.831,4.96,46.658,0.8544515410004714,0.039243002271850486,0.106305456727678
水生根茎类,2022-09-09,95.459,11.922,4.467,111.848,0.8534707817752665,0.10659108790501395,0.039938130319719614
水生根茎类,2022-09-10,155.467,,,155.467,1.0,,
水生根茎类,2022-09-11,95.482,,1.881,97.363,0.9806805459979664,,0.019319454002033627
水生根茎类,2022-09-12,33.861,1.794,2.7279999999999998,38.382999999999996,0.8821874267253732,0.04673944194044239,0.0710731313341844
水生根茎类,2022-09-13,17.11,4.0,4.517,25.627,0.667655207398447,0.15608537870215008,0.176259413899403
水生根茎类,2022-09-14,23.651,3.0,1.284,27.935,0.8466439949883658,0.10739216037229282,0.045963844639341334
水生根茎类,2022-09-15,21.823,1.116,6.607,29.546,0.7386109794896094,0.03777161037027009,0.22361741014012051
水生根茎类,2022-09-16,13.137,6.502,7.338,26.977,0.4869703821774104,0.24102012825740443,0.27200948956518517
水生根茎类,2022-09-17,42.769,,7.255,50.024,0.8549696145849992,,0.1450303854150008
水生根茎类,2022-09-18,54.627,,4.041,58.668000000000006,0.9311208836162814,,0.06887911638371855
水生根茎类,2022-09-19,7.422,1.8519999999999999,,9.274,0.8003019193444038,0.1996980806555963,
水生根茎类,2022-09-20,14.946,,,14.946,1.0,,
水生根茎类,2022-09-21,13.259,1.291,3.879,18.429000000000002,0.719463888436703,0.0700526344348581,0.21048347712843885
水生根茎类,2022-09-22,17.694,1.213,1.2750000000000001,20.182,0.8767218313348528,0.06010306213457537,0.0631751065305718
水生根茎类,2022-09-23,25.662,,5.0,30.662,0.8369317069988911,,0.16306829300110887
水生根茎类,2022-09-24,45.677,,3.614,49.291,0.9266803270373902,,0.07331967296260981
水生根茎类,2022-09-25,13.012,,1.026,14.038,0.9269126656218835,,0.07308733437811654
水生根茎类,2022-09-26,32.568,0.267,2.028,34.863,0.9341708975131228,0.007658549178211858,0.05817055330866535
水生根茎类,2022-09-27,35.242,0.423,,35.665,0.9881396326931164,0.0118603673068835,
水生根茎类,2022-09-28,61.331,0.701,0.609,62.641000000000005,0.9790871793234462,0.011190753659743617,0.009722067016810075
水生根茎类,2022-09-29,40.177,0.5640000000000001,2.922,43.663,0.9201612349128553,0.012917115177610336,0.06692164990953439
水生根茎类,2022-09-30,59.066,4.0,7.1690000000000005,70.235,0.8409767210080444,0.0569516622766427,0.10207161671531288
水生根茎类,2022-10-01,90.731,10.0,2.0,102.731,0.8831900789440383,0.09734160087996807,0.019468320175993616
水生根茎类,2022-10-02,76.871,4.0,0.74,81.61099999999999,0.9419195941723543,0.04901300069843527,0.009067405129210525
水生根茎类,2022-10-03,76.09,11.0,6.0,93.09,0.8173810291116125,0.11816521645719195,0.06445375443119561
水生根茎类,2022-10-04,87.954,8.0,9.03,104.984,0.8377848053036653,0.07620208793720948,0.0860131067591252
水生根茎类,2022-10-05,92.873,22.548000000000002,3.0,118.421,0.7842612374494389,0.19040541795796354,0.025333344592597597
水生根茎类,2022-10-06,120.357,8.0,4.0,132.357,0.9093361136925134,0.060442590871657716,0.030221295435828858
水生根茎类,2022-10-07,95.636,10.0,4.666,110.30199999999999,0.8670377690341063,0.09066018748526773,0.042302043480625925
水生根茎类,2022-10-08,74.876,4.0,3.032,81.908,0.9141475802119452,0.048835278605264446,0.037017141182790446
水生根茎类,2022-10-09,62.718,0.484,3.277,66.479,0.9434257434678621,0.00728049459227726,0.04929376193986071
水生根茎类,2022-10-10,42.834,4.0,,46.834,0.914591963103728,0.08540803689627194,
水生根茎类,2022-10-11,47.596000000000004,4.0,,51.596000000000004,0.9224746104349174,0.07752538956508256,
水生根茎类,2022-10-12,33.24,2.0,3.966,39.206,0.8478294138652247,0.05101260011222772,0.10115798602254757
水生根茎类,2022-10-13,53.877,6.758,1.2029999999999998,61.83800000000001,0.8712603900514246,0.10928555257285164,0.01945405737572366
水生根茎类,2022-10-14,6.854,2.0,4.192,13.046,0.5253717614594512,0.15330369461904034,0.32132454392150855
水生根茎类,2022-10-15,89.798,6.0,6.0,101.798,0.8821194915420735,0.05894025422896324,0.05894025422896324
水生根茎类,2022-10-16,83.93599999999999,,2.3970000000000002,86.333,0.9722354140363476,,0.02776458596365237
水生根茎类,2022-10-17,34.023,2.882,1.71,38.615,0.8810824809012042,0.07463420950407873,0.044283309594717074
水生根茎类,2022-10-18,37.728,3.0,0.294,41.022,0.9197016235190874,0.07313149041977476,0.007166886061137926
水生根茎类,2022-10-19,36.515,,2.0,38.515,0.9480721796702584,,0.05192782032974166
水生根茎类,2022-10-20,46.368,4.0,2.0,52.368,0.8854262144821264,0.07638252367858234,0.03819126183929117
水生根茎类,2022-10-21,92.057,6.0,,98.057,0.9388110996665205,0.061188900333479505,
水生根茎类,2022-10-22,63.747,12.0,2.0,77.747,0.8199287432312501,0.15434679151607136,0.02572446525267856
水生根茎类,2022-10-23,57.265,4.0,,61.265,0.9347098669713539,0.06529013302864604,
水生根茎类,2022-10-24,31.405,2.939,2.892,37.236000000000004,0.8434042324632076,0.07892899344720163,0.0776667740895907
水生根茎类,2022-10-25,30.034,6.798,0.149,36.981,0.8121467780752277,0.18382412590249045,0.004029096022281712
水生根茎类,2022-10-26,28.485,4.4959999999999996,2.4939999999999998,35.475,0.8029598308668076,0.12673713883016208,0.0703030303030303
水生根茎类,2022-10-27,35.119,,0.872,35.991,0.9757717207079548,,0.024228279292045234
水生根茎类,2022-10-28,47.812,10.879,4.429,63.12,0.7574778200253486,0.17235424588086184,0.07016793409378962
水生根茎类,2022-10-29,83.593,13.504,1.365,98.462,0.8489874266214377,0.13714935711238851,0.013863216266173753
水生根茎类,2022-10-30,59.957,7.631,,67.588,0.8870953423684679,0.11290465763153223,
水生根茎类,2022-10-31,31.213,1.0,,32.213,0.9689566324154845,0.031043367584515567,
水生根茎类,2022-11-01,26.046,1.0,2.439,29.485,0.8833644225877565,0.03391555027980329,0.08272002713244023
水生根茎类,2022-11-03,10.926,2.0,1.0,13.926,0.7845756139595003,0.14361625736033318,0.07180812868016659
水生根茎类,2022-11-05,73.55,,0.6659999999999999,74.216,0.991026193812655,,0.008973806187345047
水生根茎类,2022-11-06,58.806,,1.5,60.306,0.9751268530494478,,0.024873146950552184
水生根茎类,2022-11-07,22.799,,,22.799,1.0,,
水生根茎类,2022-11-08,30.844,,0.21,31.054000000000002,0.9932375861402718,,0.006762413859728215
水生根茎类,2022-11-09,20.313,,1.0,21.313,0.9530802796415333,,0.046919720358466664
水生根茎类,2022-11-10,15.668,1.199,0.179,17.046,0.9191599202158864,0.0703390824826939,0.010500997301419688
水生根茎类,2022-11-11,36.481,,3.882,40.363,0.9038228080172436,,0.09617719198275648
水生根茎类,2022-11-12,71.358,2.0,,73.358,0.9727364431963794,0.0272635568036206,
水生根茎类,2022-11-13,52.173,1.247,1.196,54.616,0.9552695180899371,0.022832137102680537,0.021898344807382453
水生根茎类,2022-11-14,26.464,1.429,,27.892999999999997,0.9487685082278708,0.05123149177212921,
水生根茎类,2022-11-15,31.82,,,31.82,1.0,,
水生根茎类,2022-11-16,17.224,,,17.224,1.0,,
水生根茎类,2022-11-17,40.679,,,40.679,1.0,,
水生根茎类,2022-11-18,58.711,0.196,0.994,59.900999999999996,0.9801338875811756,0.0032720655748651947,0.0165940468439592
水生根茎类,2022-11-19,182.523,0.784,,183.307,0.995723022034074,0.004276977965926015,
水生根茎类,2022-11-20,67.057,,,67.057,1.0,,
水生根茎类,2022-11-21,264.657,,,264.657,1.0,,
水生根茎类,2022-11-22,30.541,,,30.541,1.0,,
水生根茎类,2022-11-23,50.24,,,50.24,1.0,,
水生根茎类,2022-11-24,29.738,,,29.738,1.0,,
水生根茎类,2022-11-25,62.003,,,62.003,1.0,,
水生根茎类,2022-11-26,37.043,,,37.043,1.0,,
水生根茎类,2022-11-27,3.165,,,3.165,1.0,,
水生根茎类,2022-11-28,1.8090000000000002,,,1.8090000000000002,1.0,,
水生根茎类,2022-11-29,9.193999999999999,,,9.193999999999999,1.0,,
水生根茎类,2022-12-04,18.158,,,18.158,1.0,,
水生根茎类,2022-12-05,41.811,,,41.811,1.0,,
水生根茎类,2022-12-06,58.863,7.0,2.0,67.863,0.8673798682640025,0.10314899135022029,0.02947114038577723
水生根茎类,2022-12-07,58.331,6.0,,64.331,0.9067323685315012,0.09326763146849885,
水生根茎类,2022-12-08,39.48,2.0,6.0,47.48,0.8315080033698399,0.04212299915754002,0.12636899747262006
水生根茎类,2022-12-09,27.039,1.0,2.0,30.039,0.9001298312194148,0.03329005626019508,0.06658011252039016
水生根茎类,2022-12-10,69.28,4.0,,73.28,0.9454148471615721,0.05458515283842795,
水生根茎类,2022-12-11,62.385,1.0,,63.385,0.9842233967026899,0.01577660329731009,
水生根茎类,2022-12-12,30.168,,,30.168,1.0,,
水生根茎类,2022-12-13,50.434,,,50.434,1.0,,
水生根茎类,2022-12-14,29.923,,,29.923,1.0,,
水生根茎类,2022-12-15,60.996,,,60.996,1.0,,
水生根茎类,2022-12-16,59.198,,,59.198,1.0,,
水生根茎类,2022-12-17,97.791,,,97.791,1.0,,
水生根茎类,2022-12-18,65.117,,,65.117,1.0,,
水生根茎类,2022-12-19,67.122,,,67.122,1.0,,
水生根茎类,2022-12-20,53.792,,,53.792,1.0,,
水生根茎类,2022-12-21,61.52,,0.207,61.727000000000004,0.9966465242114472,,0.003353475788552821
水生根茎类,2022-12-22,45.018,,,45.018,1.0,,
水生根茎类,2022-12-23,54.487,,,54.487,1.0,,
水生根茎类,2022-12-24,61.874,,,61.874,1.0,,
水生根茎类,2022-12-25,104.56,,0.569,105.129,0.9945876018986197,,0.005412398101380209
水生根茎类,2022-12-26,56.004,,,56.004,1.0,,
水生根茎类,2022-12-27,70.514,2.0,,72.514,0.972419119066663,0.027580880933337014,
水生根茎类,2022-12-28,59.631,0.221,0.434,60.285999999999994,0.9891351225823575,0.0036658594035099364,0.007199018014132635
水生根茎类,2022-12-29,64.593,,1.694,66.287,0.9744444612065714,,0.025555538793428572
水生根茎类,2022-12-30,60.665,,1.86,62.525,0.9702518992403039,,0.029748100759696125
水生根茎类,2022-12-31,102.821,,0.45,103.271,0.9956425327536288,,0.004357467246371198
水生根茎类,2023-01-01,91.56400000000001,0.45,0.489,92.50300000000001,0.9898489778709879,0.004864707090580845,0.005286315038431185
水生根茎类,2023-01-02,52.659,1.675,,54.333999999999996,0.9691721573968418,0.030827842603158247,
水生根茎类,2023-01-03,48.556,0.847,1.415,50.818,0.9554882128379708,0.016667322602227558,0.027844464559801645
水生根茎类,2023-01-04,40.58,6.0,2.328,48.908,0.829721109021019,0.12267931626727734,0.047599574711703604
水生根茎类,2023-01-05,27.746,0.254,4.701,32.701,0.8484755817864896,0.00776734656432525,0.14375707164918503
水生根茎类,2023-01-06,59.76,,0.9450000000000001,60.705,0.9844329132690882,,0.015567086730911789
水生根茎类,2023-01-07,50.705,2.316,0.503,53.524,0.9473320379642777,0.04327030864658844,0.009397653389133846
水生根茎类,2023-01-08,56.788,,,56.788,1.0,,
水生根茎类,2023-01-09,38.799,1.16,,39.958999999999996,0.9709702445006132,0.029029755499386873,
水生根茎类,2023-01-10,43.848,1.0,1.0,45.848,0.9563775955330658,0.02181120223346711,0.02181120223346711
水生根茎类,2023-01-11,36.671,2.0,6.214,44.885,0.8169989974378968,0.044558315695666706,0.13844268686643646
水生根茎类,2023-01-12,37.65,4.0,2.0,43.65,0.8625429553264605,0.09163802978235969,0.04581901489117984
水生根茎类,2023-01-13,27.782,0.796,3.181,31.759,0.8747756541452817,0.025063761453446267,0.10016058440127208
水生根茎类,2023-01-14,111.361,,1.363,112.724,0.987908519924772,,0.01209148007522799
水生根茎类,2023-01-15,92.61,,,92.61,1.0,,
水生根茎类,2023-01-16,60.379,1.0,,61.379,0.9837077827921602,0.016292217207839816,
水生根茎类,2023-01-17,86.319,,,86.319,1.0,,
水生根茎类,2023-01-18,83.28,,1.0,84.28,0.9881347887992407,,0.011865211200759373
水生根茎类,2023-01-19,156.124,1.0,,157.124,0.9936355999083526,0.006364400091647362,
水生根茎类,2023-01-20,252.074,,,252.074,1.0,,
水生根茎类,2023-01-22,36.08,3.0,,39.08,0.9232343909928352,0.0767656090071648,
水生根茎类,2023-01-23,44.756,,2.0,46.756,0.9572247412096844,,0.042775258790315684
水生根茎类,2023-01-24,84.834,,,84.834,1.0,,
水生根茎类,2023-01-25,87.229,6.0,4.0,97.229,0.8971500272552427,0.06170998364685434,0.04113998909790289
水生根茎类,2023-01-26,66.927,1.0,5.0,72.927,0.9177259451232054,0.013712342479465766,0.06856171239732883
水生根茎类,2023-01-27,87.434,1.0,,88.434,0.9886921319854355,0.011307868014564534,
水生根茎类,2023-01-28,59.873,3.0,1.0,63.873,0.9373757299641476,0.0469682025268893,0.0156560675089631
水生根茎类,2023-01-29,48.473,,,48.473,1.0,,
水生根茎类,2023-01-30,48.383,2.0,2.0,52.383,0.9236393486436439,0.038180325678178036,0.038180325678178036
水生根茎类,2023-01-31,40.683,,,40.683,1.0,,
水生根茎类,2023-02-01,31.281,1.0,1.0,33.281,0.9399056518734413,0.03004717406327935,0.03004717406327935
水生根茎类,2023-02-02,32.252,,,32.252,1.0,,
水生根茎类,2023-02-03,53.97,,1.0,54.97,0.9818082590503912,,0.01819174094960888
水生根茎类,2023-02-04,80.605,2.0,3.0,85.605,0.9415921967174815,0.023363121313007416,0.035044681969511125
水生根茎类,2023-02-05,79.513,4.0,,83.513,0.9521032653598841,0.04789673464011591,
水生根茎类,2023-02-06,8.573,1.154,1.9569999999999999,11.684000000000001,0.733738445737761,0.09876754536117767,0.16749400890106125
水生根茎类,2023-02-07,22.399,2.676,0.578,25.653000000000002,0.8731532374381163,0.10431528476201614,0.022531477799867458
水生根茎类,2023-02-08,38.676,1.671,,40.347,0.9585842813592089,0.04141571864079114,
水生根茎类,2023-02-09,38.900999999999996,3.027,0.829,42.757,0.9098159365717894,0.07079542531047549,0.019388638117735106
水生根茎类,2023-02-10,44.946,2.652,1.659,49.257,0.9124794445459529,0.05384006334125099,0.033680492112796154
水生根茎类,2023-02-11,72.161,2.878,2.11,77.149,0.9353458891236439,0.037304436868916,0.027349674007440147
水生根茎类,2023-02-12,71.738,2.349,,74.087,0.9682940326912953,0.03170596730870463,
水生根茎类,2023-02-13,29.092,,1.3639999999999999,30.456,0.9552140793275545,,0.044785920672445495
水生根茎类,2023-02-14,37.561,,2.0,39.561,0.9494451606380021,,0.05055483936199793
水生根茎类,2023-02-15,38.839,1.3699999999999999,1.0,41.208999999999996,0.942488291392657,0.03324516489116455,0.024266543716178507
水生根茎类,2023-02-16,28.783,4.0,,32.783,0.8779855412866425,0.12201445871335753,
水生根茎类,2023-02-17,21.471,1.0,6.0,28.471,0.7541357872923325,0.03512345895823821,0.21074075374942924
水生根茎类,2023-02-18,57.745,6.0,2.0,65.745,0.8783177427941288,0.09126169290440338,0.03042056430146779
水生根茎类,2023-02-19,46.268,1.0,1.0,48.268,0.9585646805336869,0.020717659733156542,0.020717659733156542
水生根茎类,2023-02-20,21.15,1.0,2.0,24.15,0.8757763975155279,0.041407867494824016,0.08281573498964803
水生根茎类,2023-02-21,21.144,3.0,,24.144,0.8757455268389662,0.1242544731610338,
水生根茎类,2023-02-22,28.124,3.0,,31.124,0.9036113610075825,0.09638863899241742,
水生根茎类,2023-02-23,18.699,0.818,3.0,22.517000000000003,0.8304392236976507,0.03632810765199626,0.13323266865035305
水生根茎类,2023-02-24,29.391,3.0,3.0,35.391,0.8304653725523438,0.08476731372382809,0.08476731372382809
水生根茎类,2023-02-25,36.824,2.0,3.0,41.824,0.880451415455241,0.0478194338179036,0.0717291507268554
水生根茎类,2023-02-26,34.64,,,34.64,1.0,,
水生根茎类,2023-02-27,12.036,1.295,,13.331,0.9028580001500263,0.09714199984997374,
水生根茎类,2023-02-28,21.011,,,21.011,1.0,,
水生根茎类,2023-03-01,14.748,1.0,,15.748,0.936499872999746,0.06350012700025401,
水生根茎类,2023-03-02,19.735,1.0,1.0,21.735,0.9079825166781689,0.04600874166091558,0.04600874166091558
水生根茎类,2023-03-03,29.054,,,29.054,1.0,,
水生根茎类,2023-03-04,34.038,,,34.038,1.0,,
水生根茎类,2023-03-05,31.386,,,31.386,1.0,,
水生根茎类,2023-03-06,15.767,0.644,2.0,18.410999999999998,0.8563902015099669,0.03497908858834393,0.10863070990168922
水生根茎类,2023-03-07,19.542,,,19.542,1.0,,
水生根茎类,2023-03-08,15.906,1.0,1.0,17.906,0.888305595889646,0.05584720205517704,0.05584720205517704
水生根茎类,2023-03-09,22.284,,,22.284,1.0,,
水生根茎类,2023-03-10,20.047,1.207,0.358,21.612000000000002,0.9275865260040718,0.055848602628169534,0.016564871367758652
水生根茎类,2023-03-11,38.155,,0.335,38.49,0.9912964406339309,,0.008703559366069109
水生根茎类,2023-03-12,33.314,,,33.314,1.0,,
水生根茎类,2023-03-13,17.418,,1.0,18.418,0.9457052883049191,,0.0542947116950809
水生根茎类,2023-03-14,9.612,,,9.612,1.0,,
水生根茎类,2023-03-15,16.301000000000002,1.0,0.382,17.683000000000003,0.9218458406379008,0.05655149013176496,0.021602669230334215
水生根茎类,2023-03-16,24.263,,1.658,25.921000000000003,0.9360364183480575,,0.06396358165194244
水生根茎类,2023-03-17,40.211,2.854,3.0,46.065,0.8729187018343645,0.06195593183544991,0.0651253663301856
水生根茎类,2023-03-18,53.936,,,53.936,1.0,,
水生根茎类,2023-03-19,41.768,,,41.768,1.0,,
水生根茎类,2023-03-20,22.509999999999998,,0.48,22.99,0.9791213571117877,,0.020878642888212267
水生根茎类,2023-03-21,12.402,,,12.402,1.0,,
水生根茎类,2023-03-22,17.337,,0.372,17.709,0.9789937320006776,,0.02100626799932238
水生根茎类,2023-03-23,24.959,,0.496,25.455,0.980514633667256,,0.01948536633274406
水生根茎类,2023-03-24,21.756,,0.723,22.479,0.9678366475377019,,0.03216335246229814
水生根茎类,2023-03-25,40.776,,,40.776,1.0,,
水生根茎类,2023-03-26,30.047,,,30.047,1.0,,
水生根茎类,2023-03-27,15.155000000000001,,0.281,15.436000000000002,0.9817958020212489,,0.01820419797875097
水生根茎类,2023-03-28,13.283999999999999,0.313,1.2189999999999999,14.815999999999999,0.896598272138229,0.021125809935205186,0.08227591792656587
水生根茎类,2023-03-29,18.377,2.0,2.672,23.049,0.7973014013623151,0.08677166037572129,0.11592693826196365
水生根茎类,2023-03-30,11.542,1.0,0.6120000000000001,13.154,0.8774517257108104,0.0760225026607876,0.04652577162840201
水生根茎类,2023-03-31,19.923000000000002,,2.238,22.161,0.8990117774468661,,0.10098822255313387
水生根茎类,2023-04-01,26.836,,,26.836,1.0,,
水生根茎类,2023-04-02,27.876,,,27.876,1.0,,
水生根茎类,2023-04-03,27.654,0.379,1.6880000000000002,29.721,0.9304532148985566,0.012751926247434474,0.05679485885400896
水生根茎类,2023-04-04,14.977,,,14.977,1.0,,
水生根茎类,2023-04-05,24.199,,,24.199,1.0,,
水生根茎类,2023-04-06,9.889,,,9.889,1.0,,
水生根茎类,2023-04-07,16.629,,,16.629,1.0,,
水生根茎类,2023-04-08,20.358,0.372,,20.73,0.98205499276411,0.017945007235890015,
水生根茎类,2023-04-09,31.303,,,31.303,1.0,,
水生根茎类,2023-04-10,17.868,,,17.868,1.0,,
水生根茎类,2023-04-11,6.577,,1.0,7.577,0.8680216444503102,,0.13197835554968984
水生根茎类,2023-04-12,19.088,,,19.088,1.0,,
水生根茎类,2023-04-13,15.052000000000001,,,15.052000000000001,1.0,,
水生根茎类,2023-04-14,26.338,,,26.338,1.0,,
水生根茎类,2023-04-15,27.541,,1.0,28.541,0.9649626852598017,,0.03503731474019831
水生根茎类,2023-04-16,16.458,,,16.458,1.0,,
水生根茎类,2023-04-17,6.313,0.753,,7.066,0.8934333427681856,0.10656665723181433,
水生根茎类,2023-04-18,15.097,,,15.097,1.0,,
水生根茎类,2023-04-19,12.216,,,12.216,1.0,,
水生根茎类,2023-04-20,12.171,,,12.171,1.0,,
水生根茎类,2023-04-21,25.82,0.8340000000000001,2.28,28.934,0.8923757517107901,0.02882422064007742,0.07880002764913249
水生根茎类,2023-04-22,25.397000000000002,0.361,1.345,27.103,0.9370549385676863,0.013319558720436851,0.049625502711876913
水生根茎类,2023-04-23,10.291,,,10.291,1.0,,
水生根茎类,2023-04-24,12.517,0.763,,13.28,0.9425451807228916,0.05745481927710844,
水生根茎类,2023-04-25,9.321,0.6719999999999999,,9.993,0.9327529270489342,0.06724707295106573,
水生根茎类,2023-04-26,4.702,,,4.702,1.0,,
水生根茎类,2023-04-27,10.343,,1.332,11.675,0.8859100642398287,,0.1140899357601713
水生根茎类,2023-04-28,13.908999999999999,,0.571,14.479999999999999,0.9605662983425415,,0.03943370165745856
水生根茎类,2023-04-29,23.006,1.245,0.442,24.693,0.9316810432106265,0.05041914712671607,0.01789980966265743
水生根茎类,2023-04-30,16.389,,0.594,16.983,0.9650238473767885,,0.034976152623211444
水生根茎类,2023-05-01,22.254,,0.5,22.754,0.9780258416102663,,0.021974158389733673
水生根茎类,2023-05-02,20.191,,,20.191,1.0,,
水生根茎类,2023-05-03,11.586,,,11.586,1.0,,
水生根茎类,2023-05-04,9.037,,,9.037,1.0,,
水生根茎类,2023-05-05,13.454,,,13.454,1.0,,
水生根茎类,2023-05-06,17.781,,,17.781,1.0,,
水生根茎类,2023-05-07,18.818,,,18.818,1.0,,
水生根茎类,2023-05-08,9.134,,0.494,9.628,0.9486913169921064,,0.051308683007893645
水生根茎类,2023-05-09,7.406,,,7.406,1.0,,
水生根茎类,2023-05-10,10.336,,,10.336,1.0,,
水生根茎类,2023-05-11,9.518,,,9.518,1.0,,
水生根茎类,2023-05-12,16.347,,,16.347,1.0,,
水生根茎类,2023-05-13,20.655,,,20.655,1.0,,
水生根茎类,2023-05-14,15.86,,,15.86,1.0,,
水生根茎类,2023-05-15,7.475,,,7.475,1.0,,
水生根茎类,2023-05-16,9.603,,,9.603,1.0,,
水生根茎类,2023-05-17,12.893,,,12.893,1.0,,
水生根茎类,2023-05-18,8.812,,,8.812,1.0,,
水生根茎类,2023-05-19,9.66,,,9.66,1.0,,
水生根茎类,2023-05-20,11.094,,,11.094,1.0,,
水生根茎类,2023-05-21,13.615,,,13.615,1.0,,
水生根茎类,2023-05-22,8.411,,,8.411,1.0,,
水生根茎类,2023-05-23,14.637,,,14.637,1.0,,
水生根茎类,2023-05-24,9.414,,,9.414,1.0,,
水生根茎类,2023-05-25,13.962,,,13.962,1.0,,
水生根茎类,2023-05-26,20.081,,,20.081,1.0,,
水生根茎类,2023-05-27,23.978,,0.992,24.970000000000002,0.9602723267921506,,0.039727673207849416
水生根茎类,2023-05-28,22.807,,,22.807,1.0,,
水生根茎类,2023-05-29,12.75,,,12.75,1.0,,
水生根茎类,2023-05-30,8.852,,,8.852,1.0,,
水生根茎类,2023-05-31,7.86,,,7.86,1.0,,
水生根茎类,2023-06-01,9.741,,,9.741,1.0,,
水生根茎类,2023-06-02,11.988,,,11.988,1.0,,
水生根茎类,2023-06-03,28.183,,0.858,29.041,0.9704555628249716,,0.029544437175028408
水生根茎类,2023-06-04,21.047,,,21.047,1.0,,
水生根茎类,2023-06-05,12.58,,,12.58,1.0,,
水生根茎类,2023-06-06,14.408,,,14.408,1.0,,
水生根茎类,2023-06-07,14.142,,,14.142,1.0,,
水生根茎类,2023-06-08,9.254,,,9.254,1.0,,
水生根茎类,2023-06-09,14.628,,1.188,15.816,0.924886191198786,,0.07511380880121396
水生根茎类,2023-06-10,18.153,,0.9650000000000001,19.118,0.9495240087875301,,0.05047599121246993
水生根茎类,2023-06-11,19.931,,1.316,21.247,0.9380618440250389,,0.061938155974961176
水生根茎类,2023-06-12,10.351,,,10.351,1.0,,
水生根茎类,2023-06-13,10.921,,1.133,12.053999999999998,0.9060063049610089,,0.09399369503899122
水生根茎类,2023-06-14,7.284,,,7.284,1.0,,
水生根茎类,2023-06-15,14.233,,2.5,16.733,0.8505946333592302,,0.14940536664076973
水生根茎类,2023-06-16,13.37,,2.12,15.489999999999998,0.8631375080697224,,0.1368624919302776
水生根茎类,2023-06-17,18.215,,4.411,22.625999999999998,0.8050472907274817,,0.19495270927251834
水生根茎类,2023-06-18,21.573,,1.8,23.373,0.9229880631497882,,0.07701193685021178
水生根茎类,2023-06-19,8.196,,3.314,11.51,0.7120764552562988,,0.28792354474370113
水生根茎类,2023-06-20,11.657,,,11.657,1.0,,
